"No.","Time","Source","Destination","Protocol","Length","Info"
"4901","21.854120652","134.224.218.112","192.168.1.109","UDP","1162","8801  >  55809 Len=1120"
"4902","21.854982370","134.224.218.112","192.168.1.109","UDP","106","8801  >  52479 Len=64"
"4903","21.857382076","192.168.1.109","134.224.218.112","UDP","137","52479  >  8801 Len=95"
"4904","21.864713757","134.224.218.112","192.168.1.109","UDP","1162","8801  >  55809 Len=1120"
"4905","21.872545232","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4906","21.872545482","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4907","21.875435291","192.168.1.109","134.224.218.112","UDP","141","52479  >  8801 Len=99"
"4908","21.880957905","192.168.1.109","134.224.218.112","UDP","1301","55809  >  8801 Len=1259"
"4909","21.881020386","192.168.1.109","134.224.218.112","TLSv1.2","144","Application Data"
"4910","21.891139164","192.168.1.109","134.224.218.112","UDP","1301","55809  >  8801 Len=1259"
"4911","21.891168962","192.168.1.109","134.224.218.112","UDP","1300","55809  >  8801 Len=1258"
"4912","21.895577914","192.168.1.109","134.224.218.112","UDP","141","52479  >  8801 Len=99"
